  s l K1 K2 theta
  16  68  1.96879E-03 -8.14727E-04  3.61027E+01
  19  5  2.13867E-03  1.86825E-06 -1.00102E-01
  19  8  2.70656E-03  4.17502E-07 -1.76764E-02
  19  11  3.13420E-03  1.53383E-05 -5.60761E-01
  19  14  3.47151E-03  4.34093E-05 -1.43238E+00
  19  17  3.74807E-03  6.27635E-05 -1.91765E+00
  19  20  3.97845E-03  8.59710E-05 -2.47353E+00
  19  23  4.17433E-03  1.48360E-04 -4.06077E+00
  19  26  4.34795E-03  2.13948E-04 -5.60713E+00
  19  29  4.51131E-03  2.84597E-04 -7.16306E+00
  19  32  4.67597E-03  3.73723E-04 -9.02581E+00
  19  35  4.85747E-03  4.68943E-04 -1.08315E+01
  19  38  5.07289E-03  5.67696E-04 -1.24682E+01
  19  41  5.33740E-03  6.32271E-04 -1.31555E+01
  19  44  5.63882E-03  6.00607E-04 -1.18975E+01
  19  47  5.86442E-03  3.57980E-04 -6.93512E+00
  19  50  5.77132E-03 -1.20257E-04  2.38534E+00
  19  53  5.23038E-03 -6.27184E-04  1.33068E+01
  19  56  4.45285E-03 -9.16945E-04  2.16168E+01
  19  59  3.70361E-03 -1.00592E-03  2.70186E+01
  19  62  3.07847E-03 -9.78434E-04  3.03377E+01
  19  65  2.57953E-03 -8.99812E-04  3.23560E+01
  19  68  2.18535E-03 -8.03603E-04  3.35101E+01
  22  5  2.13944E-03 -1.44482E-06  7.73867E-02
  22  8  2.70967E-03  6.22393E-06 -2.63206E-01
  22  11  3.14091E-03  1.22563E-05 -4.47136E-01
  22  14  3.48395E-03  3.99890E-05 -1.31488E+00
  22  17  3.76459E-03  6.10610E-05 -1.85752E+00
  22  20  3.99859E-03  1.08441E-04 -3.10239E+00
  22  23  4.19896E-03  1.57558E-04 -4.28578E+00
  22  26  4.37711E-03  2.22058E-04 -5.77888E+00
  22  29  4.54416E-03  2.97487E-04 -7.42817E+00
  22  32  4.71120E-03  3.83008E-04 -9.17631E+00
  22  35  4.89106E-03  4.69278E-04 -1.07675E+01
  22  38  5.09539E-03  5.44746E-04 -1.19396E+01
  22  41  5.32951E-03  7.12682E-04 -1.47299E+01
  22  44  5.55384E-03  5.01514E-04 -1.01575E+01
  22  47  5.68150E-03  2.92586E-04 -5.86513E+00
  22  50  5.54028E-03 -1.39854E-04  2.88836E+00
  22  53  5.07675E-03 -5.50591E-04  1.21033E+01
  22  56  4.43341E-03 -8.31800E-04  1.99634E+01
  22  59  3.77444E-03 -9.18613E-04  2.47985E+01
  22  62  3.20717E-03 -9.14995E-04  2.80418E+01
  22  65  2.73703E-03 -8.59782E-04  3.00858E+01
  22  68  2.35709E-03 -7.82612E-04  3.12817E+01
  25  5  2.13968E-03 -1.02951E-06  5.51356E-02
  25  8  2.71235E-03  2.65491E-06 -1.12164E-01
  25  11  3.14614E-03  1.31870E-05 -4.80289E-01
  25  14  3.49588E-03  3.08753E-05 -1.01188E+00
  25  17  3.78142E-03  4.92473E-05 -1.49179E+00
  25  20  4.01930E-03  1.00922E-04 -2.87311E+00
  25  23  4.22416E-03  1.65200E-04 -4.46560E+00
  25  26  4.40684E-03  2.27065E-04 -5.86823E+00
  25  29  4.58331E-03  3.10163E-04 -7.67342E+00
  25  32  4.74141E-03  3.83398E-04 -9.12859E+00
  25  35  4.91852E-03  4.54527E-04 -1.03861E+01
  25  38  5.11089E-03  5.94627E-04 -1.29343E+01
  25  41  5.29845E-03  4.68283E-04 -9.94920E+00
  25  44  5.46761E-03  4.15686E-04 -8.59742E+00
  25  47  5.51825E-03  1.88264E-04 -3.89892E+00
  25  50  5.35631E-03 -1.11439E-04  2.38170E+00
  25  53  4.94896E-03 -4.98719E-04  1.12856E+01
  25  56  4.39282E-03 -7.33758E-04  1.80274E+01
  25  59  3.82303E-03 -7.46795E-04  2.06687E+01
  25  62  3.29861E-03 -8.57630E-04  2.61239E+01
  25  65  2.85838E-03 -8.21976E-04  2.82081E+01
  25  68  2.49183E-03 -7.58220E-04  2.94043E+01
  28  5  2.13974E-03  4.13967E-07 -2.21696E-02
  28  8  2.71579E-03  6.08977E-06 -2.56952E-01
  28  11  3.15579E-03  1.00971E-05 -3.66633E-01
  28  14  3.50752E-03  3.64926E-05 -1.19192E+00
  28  17  3.79765E-03  6.41923E-05 -1.93567E+00
  28  20  4.04134E-03  1.09873E-04 -3.11006E+00
  28  23  4.25175E-03  1.65489E-04 -4.44453E+00
  28  26  4.43439E-03  2.32278E-04 -5.96444E+00
  28  29  4.60656E-03  2.94170E-04 -7.24926E+00
  28  32  4.77196E-03  3.67469E-04 -8.70519E+00
  28  35  4.93851E-03  4.28485E-04 -9.77333E+00
  28  38  5.10356E-03  4.88324E-04 -1.07392E+01
  28  41  5.26704E-03  4.43247E-04 -9.48883E+00
  28  44  5.38127E-03  3.35512E-04 -7.08084E+00
  28  47  5.38127E-03  1.30226E-04 -2.76932E+00
  28  50  5.20763E-03 -1.73209E-04  3.80160E+00
  28  53  4.84197E-03 -4.63489E-04  1.07435E+01
  28  56  4.34589E-03 -5.62933E-04  1.43014E+01
  28  59  3.84221E-03 -7.69624E-04  2.11164E+01
  28  62  3.36739E-03 -8.14351E-04  2.46728E+01
  28  65  2.95232E-03 -7.94076E-04  2.68175E+01
  28  68  2.59959E-03 -7.48933E-04  2.82468E+01
  31  5  2.13981E-03 -2.88702E-06  1.54606E-01
  31  8  2.71787E-03  2.67796E-06 -1.12909E-01
  31  11  3.16170E-03  1.18891E-05 -4.30891E-01
  31  14  3.51916E-03  3.25474E-05 -1.05960E+00
  31  17  3.81433E-03  6.01635E-05 -1.80641E+00
  31  20  4.06178E-03  1.05384E-04 -2.96844E+00
  31  23  4.27396E-03  1.47225E-04 -3.93647E+00
  31  26  4.46332E-03  2.18241E-04 -5.57220E+00
  31  29  4.63415E-03  2.82143E-04 -6.91733E+00
  31  32  4.79560E-03  3.47298E-04 -8.19945E+00
  31  35  4.95177E-03  3.91062E-04 -8.92156E+00
  31  38  5.10060E-03  4.08786E-04 -9.05002E+00
  31  41  5.22799E-03  3.74452E-04 -8.11146E+00
  31  44  5.30056E-03  2.50093E-04 -5.37888E+00
  31  47  5.26699E-03  5.71567E-05 -1.24319E+00
  31  50  5.08455E-03 -2.15048E-04  4.82652E+00
  31  53  4.75007E-03 -4.47866E-04  1.05886E+01
  31  56  4.31786E-03 -6.34650E-04  1.60659E+01
  31  59  3.85631E-03 -7.42776E-04  2.04208E+01
  31  62  3.41701E-03 -7.82720E-04  2.36148E+01
  31  65  3.02482E-03 -7.76444E-04  2.58644E+01
  31  68  2.68384E-03 -7.41136E-04  2.73619E+01
  34  5  2.14023E-03 -1.92215E-06  1.02915E-01
  34  8  2.72134E-03 -1.76405E-06  7.42815E-02
  34  11  3.16888E-03  1.61514E-05 -5.84024E-01
  34  14  3.53091E-03  2.91088E-05 -9.44543E-01
  34  17  3.83070E-03  6.09977E-05 -1.82361E+00
  34  20  4.08519E-03  1.00088E-04 -2.80359E+00
  34  23  4.29898E-03  1.46382E-04 -3.89138E+00
  34  26  4.48776E-03  2.06556E-04 -5.24843E+00
  34  29  4.65849E-03  2.62247E-04 -6.40381E+00
  34  32  4.81447E-03  3.15119E-04 -7.42669E+00
  34  35  4.95962E-03  3.50733E-04 -8.01112E+00
  34  38  5.08931E-03  4.11942E-04 -9.13747E+00
  34  41  5.18721E-03  3.00446E-04 -6.58600E+00
  34  44  5.23074E-03  1.99384E-04 -4.35326E+00
  34  47  5.16595E-03  2.01287E-07 -4.46496E-03
  34  50  4.98030E-03 -2.23640E-04  5.12173E+00
  34  53  4.67178E-03 -4.44478E-04  1.06808E+01
  34  56  4.28087E-03 -6.11992E-04  1.56638E+01
  34  59  3.86034E-03 -7.16532E-04  1.97782E+01
  34  62  3.45248E-03 -7.64266E-04  2.29616E+01
  34  65  3.08054E-03 -7.69993E-04  2.53292E+01
  34  68  2.75747E-03 -7.89814E-04  2.81247E+01
